,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
all_flags,Population005CPI2GDP2,Population005CPI3GDP2,Population005CPI4GDP2,Population01CPI2GDP2,Population01CPI3GDP2,Population01CPI4GDP2,Population015CPI2GDP2,Population015CPI3GDP2,Population015CPI4GDP2,Population005CPI2GDP3,Population005CPI3GDP3,Population005CPI4GDP3,Population01CPI2GDP3,Population01CPI3GDP3,Population01CPI4GDP3,Population015CPI2GDP3,Population015CPI3GDP3,Population015CPI4GDP3,Population005CPI2GDP4,Population005CPI3GDP4,Population005CPI4GDP4,Population01CPI2GDP4,Population01CPI3GDP4,Population01CPI4GDP4,Population015CPI2GDP4,Population015CPI3GDP4,Population015CPI4GDP4
2023-01,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26672.544921875,26672.544921875,26672.544921875,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26672.544921875,26672.544921875,26672.544921875,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26686.5390625,26672.544921875,26672.544921875,26672.544921875
2023-02,25581.234375,25581.234375,25581.234375,25563.6015625,25563.6015625,25563.6015625,25585.50390625,25585.50390625,25585.50390625,25576.501953125,25576.501953125,25576.501953125,25558.873046875,25558.873046875,25558.873046875,25580.771484375,25580.771484375,25580.771484375,25576.501953125,25576.501953125,25576.501953125,25558.873046875,25558.873046875,25558.873046875,25580.771484375,25580.771484375,25580.771484375
2023-03,26586.275390625,26586.275390625,26586.275390625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26586.275390625,26586.275390625,26586.275390625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26586.275390625,26586.275390625,26586.275390625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625,26604.6640625
2023-04,26659.75390625,26659.75390625,26659.75390625,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375,26659.75390625,26659.75390625,26659.75390625,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375,26659.75390625,26659.75390625,26659.75390625,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375,26682.59375
2023-05,26550.34765625,26550.34765625,26550.34765625,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26550.34765625,26550.34765625,26550.34765625,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26550.34765625,26550.34765625,26550.34765625,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625
2023-06,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625
2023-07,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26570.890625,26570.890625,26570.890625,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26570.890625,26570.890625,26570.890625,26573.09375,26573.09375,26573.09375,26562.806640625,26562.806640625,26562.806640625,26570.890625,26570.890625,26570.890625
2023-08,26477.12109375,26477.12109375,26477.12109375,26466.87109375,26466.87109375,26466.87109375,26529.693359375,26529.693359375,26529.693359375,26477.12109375,26477.12109375,26477.12109375,26466.87109375,26466.87109375,26466.87109375,26529.693359375,26529.693359375,26529.693359375,26477.12109375,26477.12109375,26477.12109375,26466.87109375,26466.87109375,26466.87109375,26529.693359375,26529.693359375,26529.693359375
2023-09,26529.541015625,26529.541015625,26529.541015625,26519.271484375,26519.271484375,26519.271484375,26583.689453125,26583.689453125,26583.689453125,26529.541015625,26529.541015625,26529.541015625,26519.271484375,26519.271484375,26519.271484375,26583.689453125,26583.689453125,26583.689453125,26529.541015625,26529.541015625,26529.541015625,26519.271484375,26519.271484375,26519.271484375,26583.689453125,26583.689453125,26583.689453125
2023-10,26676.919921875,26676.919921875,26676.919921875,26674.70703125,26674.70703125,26674.70703125,26731.369140625,26731.369140625,26731.369140625,26676.919921875,26676.919921875,26676.919921875,26674.70703125,26674.70703125,26674.70703125,26731.369140625,26731.369140625,26731.369140625,26676.919921875,26676.919921875,26676.919921875,26674.70703125,26674.70703125,26674.70703125,26731.369140625,26731.369140625,26731.369140625
2023-11,26571.978515625,26571.978515625,26571.978515625,26617.4296875,26617.4296875,26617.4296875,26636.90625,26636.90625,26636.90625,26571.978515625,26571.978515625,26571.978515625,26617.4296875,26617.4296875,26617.4296875,26636.90625,26636.90625,26636.90625,26571.978515625,26571.978515625,26571.978515625,26617.4296875,26617.4296875,26617.4296875,26636.90625,26636.90625,26636.90625
2023-12,26489.142578125,26489.142578125,26489.142578125,26538.119140625,26538.119140625,26538.119140625,26614.458984375,26614.458984375,26614.458984375,26489.142578125,26489.142578125,26489.142578125,26538.119140625,26538.119140625,26538.119140625,26614.458984375,26614.458984375,26614.458984375,26489.142578125,26489.142578125,26489.142578125,26538.119140625,26538.119140625,26538.119140625,26614.458984375,26614.458984375,26614.458984375
2024-01,26470.556640625,26470.556640625,26470.556640625,26539.537109375,26539.537109375,26539.537109375,26615.880859375,26615.880859375,26615.880859375,26470.556640625,26470.556640625,26470.556640625,26539.537109375,26539.537109375,26539.537109375,26615.880859375,26615.880859375,26615.880859375,26470.556640625,26470.556640625,26470.556640625,26539.537109375,26539.537109375,26539.537109375,26615.880859375,26615.880859375,26615.880859375
2024-02,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26637.287109375,26637.287109375,26637.287109375,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26637.287109375,26637.287109375,26637.287109375,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26637.287109375,26637.287109375,26637.287109375
2024-03,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26616.033203125,26616.033203125,26616.033203125,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26616.033203125,26616.033203125,26616.033203125,26469.142578125,26469.142578125,26469.142578125,26539.587890625,26539.587890625,26539.587890625,26616.033203125,26616.033203125,26616.033203125
2024-04,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26622.98828125,26622.98828125,26622.98828125,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26622.98828125,26622.98828125,26622.98828125,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26622.98828125,26622.98828125,26622.98828125
2024-05,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26449.20703125,26449.20703125,26449.20703125,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26449.20703125,26449.20703125,26449.20703125,26476.060546875,26476.060546875,26476.060546875,26557.18359375,26557.18359375,26557.18359375,26449.20703125,26449.20703125,26449.20703125
2024-06,26594.974609375,26594.974609375,26594.974609375,26740.982421875,26740.982421875,26740.982421875,26568.001953125,26568.001953125,26568.001953125,26594.974609375,26594.974609375,26594.974609375,26740.982421875,26740.982421875,26740.982421875,26568.001953125,26568.001953125,26568.001953125,26594.974609375,26594.974609375,26594.974609375,26740.982421875,26740.982421875,26740.982421875,26568.001953125,26568.001953125,26568.001953125
2024-07,26554.8046875,26554.8046875,26554.8046875,26700.591796875,26700.591796875,26700.591796875,26700.794921875,26700.794921875,26700.794921875,26554.8046875,26554.8046875,26554.8046875,26700.591796875,26700.591796875,26700.591796875,26700.794921875,26700.794921875,26700.794921875,26554.8046875,26554.8046875,26554.8046875,26700.591796875,26700.591796875,26700.591796875,26700.794921875,26700.794921875,26700.794921875
2024-08,26575.32421875,26575.32421875,26575.32421875,26711.568359375,26711.568359375,26711.568359375,26742.30859375,26742.30859375,26742.30859375,26575.32421875,26575.32421875,26575.32421875,26711.568359375,26711.568359375,26711.568359375,26742.30859375,26742.30859375,26742.30859375,26575.32421875,26575.32421875,26575.32421875,26711.568359375,26711.568359375,26711.568359375,26742.30859375,26742.30859375,26742.30859375
2024-09,26581.990234375,26581.990234375,26581.990234375,26742.716796875,26742.716796875,26742.716796875,26745.87890625,26745.87890625,26745.87890625,26581.990234375,26581.990234375,26581.990234375,26742.716796875,26742.716796875,26742.716796875,26745.87890625,26745.87890625,26745.87890625,26581.990234375,26581.990234375,26581.990234375,26742.716796875,26742.716796875,26742.716796875,26745.87890625,26745.87890625,26745.87890625
2024-10,26635.83984375,26635.83984375,26635.83984375,26742.716796875,26742.716796875,26742.716796875,26724.818359375,26724.818359375,26724.818359375,26635.83984375,26635.83984375,26635.83984375,26742.716796875,26742.716796875,26742.716796875,26724.818359375,26724.818359375,26724.818359375,26635.83984375,26635.83984375,26635.83984375,26742.716796875,26742.716796875,26742.716796875,26724.818359375,26724.818359375,26724.818359375
2024-11,26616.693359375,26616.693359375,26616.693359375,26702.169921875,26702.169921875,26702.169921875,26609.458984375,26609.458984375,26609.458984375,26616.693359375,26616.693359375,26616.693359375,26702.169921875,26702.169921875,26702.169921875,26609.458984375,26609.458984375,26609.458984375,26616.693359375,26616.693359375,26616.693359375,26702.169921875,26702.169921875,26702.169921875,26609.458984375,26609.458984375,26609.458984375
2024-12,26545.0546875,26545.0546875,26545.0546875,26622.98828125,26622.98828125,26622.98828125,26436.296875,26436.296875,26436.296875,26545.0546875,26545.0546875,26545.0546875,26622.98828125,26622.98828125,26622.98828125,26436.296875,26436.296875,26436.296875,26545.0546875,26545.0546875,26545.0546875,26622.98828125,26622.98828125,26622.98828125,26436.296875,26436.296875,26436.296875
2025-01,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125
2025-02,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125,27062.416015625,27062.416015625,27062.416015625,26986.669921875,26986.669921875,26986.669921875,26971.6953125,26971.6953125,26971.6953125
2025-03,27070.029296875,27070.029296875,27070.029296875,26962.771484375,26962.771484375,26962.771484375,27078.240234375,27078.240234375,27078.240234375,27070.029296875,27070.029296875,27070.029296875,26962.771484375,26962.771484375,26962.771484375,27078.240234375,27078.240234375,27078.240234375,27070.029296875,27070.029296875,27070.029296875,26962.771484375,26962.771484375,26962.771484375,27078.240234375,27078.240234375,27078.240234375
2025-04,27069.306640625,27069.306640625,27069.306640625,27097.279296875,27097.279296875,27097.279296875,27080.92578125,27080.92578125,27080.92578125,27069.306640625,27069.306640625,27069.306640625,27097.279296875,27097.279296875,27097.279296875,27080.92578125,27080.92578125,27080.92578125,27069.306640625,27069.306640625,27069.306640625,27097.279296875,27097.279296875,27097.279296875,27080.92578125,27080.92578125,27080.92578125
2025-05,26846.896484375,26846.896484375,26846.896484375,26874.640625,26874.640625,26874.640625,26858.421875,26858.421875,26858.421875,26846.896484375,26846.896484375,26846.896484375,26874.640625,26874.640625,26874.640625,26858.421875,26858.421875,26858.421875,26846.896484375,26846.896484375,26846.896484375,26874.640625,26874.640625,26874.640625,26858.421875,26858.421875,26858.421875
2025-06,26632.765625,26632.765625,26632.765625,26667.076171875,26667.076171875,26667.076171875,26679.76953125,26679.76953125,26679.76953125,26632.765625,26632.765625,26632.765625,26667.076171875,26667.076171875,26667.076171875,26679.76953125,26679.76953125,26679.76953125,26632.765625,26632.765625,26632.765625,26667.076171875,26667.076171875,26667.076171875,26679.76953125,26679.76953125,26679.76953125
2025-07,26598.779296875,26598.779296875,26598.779296875,26633.044921875,26633.044921875,26633.044921875,26676.716796875,26676.716796875,26676.716796875,26598.779296875,26598.779296875,26598.779296875,26633.044921875,26633.044921875,26633.044921875,26676.716796875,26676.716796875,26676.716796875,26598.779296875,26598.779296875,26598.779296875,26633.044921875,26633.044921875,26633.044921875,26676.716796875,26676.716796875,26676.716796875
2025-08,26557.79296875,26557.79296875,26557.79296875,26567.951171875,26567.951171875,26567.951171875,26663.2109375,26663.2109375,26663.2109375,26557.79296875,26557.79296875,26557.79296875,26567.951171875,26567.951171875,26567.951171875,26663.2109375,26663.2109375,26663.2109375,26557.79296875,26557.79296875,26557.79296875,26567.951171875,26567.951171875,26567.951171875,26663.2109375,26663.2109375,26663.2109375
2025-09,26966.654296875,26966.654296875,26966.654296875,26976.96875,26976.96875,26976.96875,27073.6953125,27073.6953125,27073.6953125,26966.654296875,26966.654296875,26966.654296875,26976.96875,26976.96875,26976.96875,27073.6953125,27073.6953125,27073.6953125,26966.654296875,26966.654296875,26966.654296875,26976.96875,26976.96875,26976.96875,27073.6953125,27073.6953125,27073.6953125
2025-10,26639.67578125,26639.67578125,26639.67578125,26576.896484375,26576.896484375,26576.896484375,26769.583984375,26769.583984375,26769.583984375,26639.67578125,26639.67578125,26639.67578125,26576.896484375,26576.896484375,26576.896484375,26769.583984375,26769.583984375,26769.583984375,26639.67578125,26639.67578125,26639.67578125,26576.896484375,26576.896484375,26576.896484375,26769.583984375,26769.583984375,26769.583984375
2025-11,26805.42578125,26805.42578125,26805.42578125,26743.17578125,26743.17578125,26743.17578125,26986.361328125,26986.361328125,26986.361328125,26805.42578125,26805.42578125,26805.42578125,26743.17578125,26743.17578125,26743.17578125,26986.361328125,26986.361328125,26986.361328125,26805.42578125,26805.42578125,26805.42578125,26743.17578125,26743.17578125,26743.17578125,26986.361328125,26986.361328125,26986.361328125
2025-12,26695.576171875,26695.576171875,26695.576171875,26515.224609375,26515.224609375,26515.224609375,26824.453125,26824.453125,26824.453125,26695.576171875,26695.576171875,26695.576171875,26515.224609375,26515.224609375,26515.224609375,26824.453125,26824.453125,26824.453125,26695.576171875,26695.576171875,26695.576171875,26515.224609375,26515.224609375,26515.224609375,26824.453125,26824.453125,26824.453125
2026-01,26690.203125,26690.203125,26690.203125,26507.388671875,26507.388671875,26507.388671875,26815.193359375,26815.193359375,26815.193359375,26690.203125,26690.203125,26690.203125,26507.388671875,26507.388671875,26507.388671875,26815.193359375,26815.193359375,26815.193359375,26690.203125,26690.203125,26690.203125,26507.388671875,26507.388671875,26507.388671875,26815.193359375,26815.193359375,26815.193359375
2026-02,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26747.791015625,26747.791015625,26747.791015625,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26747.791015625,26747.791015625,26747.791015625,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26747.791015625,26747.791015625,26747.791015625
2026-03,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26746.36328125,26746.36328125,26746.36328125,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26746.36328125,26746.36328125,26746.36328125,26652.7109375,26652.7109375,26652.7109375,26470.15234375,26470.15234375,26470.15234375,26746.36328125,26746.36328125,26746.36328125
2026-04,26651.1875,26651.1875,26651.1875,26612.099609375,26612.099609375,26612.099609375,26829.517578125,26829.517578125,26829.517578125,26651.1875,26651.1875,26651.1875,26612.099609375,26612.099609375,26612.099609375,26829.517578125,26829.517578125,26829.517578125,26651.1875,26651.1875,26651.1875,26612.099609375,26612.099609375,26612.099609375,26829.517578125,26829.517578125,26829.517578125
2026-05,26675.572265625,26675.572265625,26675.572265625,26612.099609375,26612.099609375,26612.099609375,26832.025390625,26832.025390625,26832.025390625,26675.572265625,26675.572265625,26675.572265625,26612.099609375,26612.099609375,26612.099609375,26832.025390625,26832.025390625,26832.025390625,26675.572265625,26675.572265625,26675.572265625,26612.099609375,26612.099609375,26612.099609375,26832.025390625,26832.025390625,26832.025390625
2026-06,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375
2026-07,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375,26675.572265625,26675.572265625,26675.572265625,26624.359375,26624.359375,26624.359375,26781.740234375,26781.740234375,26781.740234375
2026-08,26675.572265625,26675.572265625,26675.572265625,26705.86328125,26705.86328125,26705.86328125,26793.388671875,26793.388671875,26793.388671875,26675.572265625,26675.572265625,26675.572265625,26705.86328125,26705.86328125,26705.86328125,26793.388671875,26793.388671875,26793.388671875,26675.572265625,26675.572265625,26675.572265625,26705.86328125,26705.86328125,26705.86328125,26793.388671875,26793.388671875,26793.388671875
2026-09,26664.8125,26664.8125,26664.8125,26708.740234375,26708.740234375,26708.740234375,26890.021484375,26890.021484375,26890.021484375,26664.8125,26664.8125,26664.8125,26708.740234375,26708.740234375,26708.740234375,26890.021484375,26890.021484375,26890.021484375,26664.8125,26664.8125,26664.8125,26708.740234375,26708.740234375,26708.740234375,26890.021484375,26890.021484375,26890.021484375
2026-10,26664.8125,26664.8125,26664.8125,26761.212890625,26761.212890625,26761.212890625,26891.99609375,26891.99609375,26891.99609375,26664.8125,26664.8125,26664.8125,26761.212890625,26761.212890625,26761.212890625,26891.99609375,26891.99609375,26891.99609375,26664.8125,26664.8125,26664.8125,26761.212890625,26761.212890625,26761.212890625,26891.99609375,26891.99609375,26891.99609375
2026-11,26662.728515625,26662.728515625,26662.728515625,26759.119140625,26759.119140625,26759.119140625,26700.18359375,26700.18359375,26700.18359375,26662.728515625,26662.728515625,26662.728515625,26759.119140625,26759.119140625,26759.119140625,26700.18359375,26700.18359375,26700.18359375,26662.728515625,26662.728515625,26662.728515625,26759.119140625,26759.119140625,26759.119140625,26700.18359375,26700.18359375,26700.18359375
2026-12,26709.912109375,26709.912109375,26709.912109375,26832.0,26832.0,26832.0,26731.318359375,26731.318359375,26731.318359375,26709.912109375,26709.912109375,26709.912109375,26832.0,26832.0,26832.0,26731.318359375,26731.318359375,26731.318359375,26709.912109375,26709.912109375,26709.912109375,26832.0,26832.0,26832.0,26731.318359375,26731.318359375,26731.318359375
2027-01,25541.6953125,25541.6953125,25541.6953125,25813.681640625,25813.681640625,25813.681640625,25649.21875,25649.21875,25649.21875,25541.6953125,25541.6953125,25541.6953125,25813.681640625,25813.681640625,25813.681640625,25649.21875,25649.21875,25649.21875,25541.6953125,25541.6953125,25541.6953125,25813.681640625,25813.681640625,25813.681640625,25649.21875,25649.21875,25649.21875
2027-02,25485.123046875,25485.123046875,25485.123046875,25756.5078125,25756.5078125,25756.5078125,25585.455078125,25585.455078125,25585.455078125,25485.123046875,25485.123046875,25485.123046875,25756.5078125,25756.5078125,25756.5078125,25585.455078125,25585.455078125,25585.455078125,25485.123046875,25485.123046875,25485.123046875,25756.5078125,25756.5078125,25756.5078125,25585.455078125,25585.455078125,25585.455078125
2027-03,25515.3515625,25515.3515625,25515.3515625,25782.90234375,25782.90234375,25782.90234375,25655.212890625,25655.212890625,25655.212890625,25515.3515625,25515.3515625,25515.3515625,25782.90234375,25782.90234375,25782.90234375,25655.212890625,25655.212890625,25655.212890625,25515.3515625,25515.3515625,25515.3515625,25782.90234375,25782.90234375,25782.90234375,25655.212890625,25655.212890625,25655.212890625
2027-04,26681.677734375,26681.677734375,26681.677734375,27058.18359375,27058.18359375,27058.18359375,26941.025390625,26941.025390625,26941.025390625,26681.677734375,26681.677734375,26681.677734375,27058.18359375,27058.18359375,27058.18359375,26941.025390625,26941.025390625,26941.025390625,26681.677734375,26681.677734375,26681.677734375,27058.18359375,27058.18359375,27058.18359375,26941.025390625,26941.025390625,26941.025390625
2027-05,26444.037109375,26444.037109375,26444.037109375,26807.90625,26807.90625,26807.90625,26731.67578125,26731.67578125,26731.67578125,26444.037109375,26444.037109375,26444.037109375,26807.90625,26807.90625,26807.90625,26731.67578125,26731.67578125,26731.67578125,26444.037109375,26444.037109375,26444.037109375,26807.90625,26807.90625,26807.90625,26731.67578125,26731.67578125,26731.67578125
2027-06,26421.98046875,26421.98046875,26421.98046875,26774.896484375,26774.896484375,26774.896484375,26705.021484375,26705.021484375,26705.021484375,26421.98046875,26421.98046875,26421.98046875,26774.896484375,26774.896484375,26774.896484375,26705.021484375,26705.021484375,26705.021484375,26421.98046875,26421.98046875,26421.98046875,26774.896484375,26774.896484375,26774.896484375,26705.021484375,26705.021484375,26705.021484375
2027-07,26368.740234375,26368.740234375,26368.740234375,26720.9453125,26720.9453125,26720.9453125,26731.39453125,26731.39453125,26731.39453125,26368.740234375,26368.740234375,26368.740234375,26720.9453125,26720.9453125,26720.9453125,26731.39453125,26731.39453125,26731.39453125,26368.740234375,26368.740234375,26368.740234375,26720.9453125,26720.9453125,26720.9453125,26731.39453125,26731.39453125,26731.39453125
2027-08,26558.52734375,26558.52734375,26558.52734375,26646.916015625,26646.916015625,26646.916015625,26863.671875,26863.671875,26863.671875,26558.52734375,26558.52734375,26558.52734375,26646.916015625,26646.916015625,26646.916015625,26863.671875,26863.671875,26863.671875,26558.52734375,26558.52734375,26558.52734375,26646.916015625,26646.916015625,26646.916015625,26863.671875,26863.671875,26863.671875
2027-09,26809.1328125,26809.1328125,26809.1328125,26850.072265625,26850.072265625,26850.072265625,27076.201171875,27076.201171875,27076.201171875,26809.1328125,26809.1328125,26809.1328125,26850.072265625,26850.072265625,26850.072265625,27076.201171875,27076.201171875,27076.201171875,26809.1328125,26809.1328125,26809.1328125,26850.072265625,26850.072265625,26850.072265625,27076.201171875,27076.201171875,27076.201171875
2027-10,26661.45703125,26661.45703125,26661.45703125,26713.529296875,26713.529296875,26713.529296875,26925.486328125,26925.486328125,26925.486328125,26661.45703125,26661.45703125,26661.45703125,26713.529296875,26713.529296875,26713.529296875,26925.486328125,26925.486328125,26925.486328125,26661.45703125,26661.45703125,26661.45703125,26713.529296875,26713.529296875,26713.529296875,26925.486328125,26925.486328125,26925.486328125
2027-11,26718.650390625,26718.650390625,26718.650390625,26782.939453125,26782.939453125,26782.939453125,27049.796875,27049.796875,27049.796875,26718.650390625,26718.650390625,26718.650390625,26782.939453125,26782.939453125,26782.939453125,27049.796875,27049.796875,27049.796875,26718.650390625,26718.650390625,26718.650390625,26782.939453125,26782.939453125,26782.939453125,27049.796875,27049.796875,27049.796875
