Date,Year,Population,Temperature,CPI,GDP,Peak
2012-03,0.0,0.3202785030461257,0.8376428143864771,0.29685833705450104,0.201289978228663,0.1319636199299512
2012-04,0.0,0.3092544229764975,0.783523752515304,0.29685833705450104,0.04443885202053188,0.3070387526833125
2012-05,0.0,0.29823034638815926,0.7294046906441309,0.2515790326867533,0.04443885202053188,0.2037927917749407
2012-06,0.0,0.2872062663185382,0.6752856287729578,0.2515790326867533,0.04443885202053188,0.05917975370014705
2012-07,0.0,0.27618218624891,0.6211665669017847,0.2515790326867533,0.005237573191160028,0.05977855609535654
2012-08,0.0,0.26515810966057174,0.5670475050306116,0.2515790326867533,0.005237573191160028,0.08498474748616003
2012-09,0.0,0.2541340295909471,0.5129284431594385,0.20629972831900645,0.005237573191160028,0.06844424358829526
2012-10,0.0,0.24310994952131892,0.4588093812882654,0.20629972831900645,0.29151872891310715,0.08223138628403603
2012-11,0.0,0.23208587293298422,0.4046903194170923,0.20629972831900645,0.29151872891310715,0.14172522878770755
2012-12,0.0,0.22106179286335603,0.3505712575459192,0.20629972831900645,0.29151872891310715,0.07573720483561175
2013-01,0.09999999999999432,0.44125326370756923,-0.1473241116688797,0.3752768422809645,0.37212004957633305,-0.0014371257485028543
2013-02,0.09999999999999432,0.43167972149694833,-0.1256764869204119,0.3752768422809645,0.37212004957633305,0.13398486046774405
2013-03,0.09999999999999432,0.422106179286331,-0.10402886217194407,0.3752768422809645,0.37212004957633305,0.3411445034459386
2013-04,0.09999999999999432,0.4125326370757172,-0.0823812374234727,0.3752768422809645,0.12653204067732693,0.3300316348435208
2013-05,0.09999999999999432,0.4029590948650963,-0.060733612675001325,0.34148141978387336,0.12653204067732693,0.36093548751553506
2013-06,0.09999999999999432,0.39338555265447894,-0.039085987926533505,0.34148141978387336,0.12653204067732693,0.18467291831431476
2013-07,0.09999999999999432,0.38381201044385804,-0.017438363178065686,0.34148141978387336,0.07925236500568555,0.131613377019546
2013-08,0.09999999999999432,0.37423846823324425,0.004209261570405687,0.34148141978387336,0.07925236500568555,0.06080442887809312
2013-09,0.09999999999999432,0.3646649260226269,0.025856886318873507,0.30768599679461417,0.07925236500568555,0.10848378714269558
2013-10,0.09999999999999432,0.355091383812006,0.04750451106734488,0.30768599679461417,0.2981777596318822,0.0381877753926112
2013-11,0.09999999999999432,0.34551784160138865,0.0691521358158127,0.30768599679461417,0.2981777596318822,0.09577222912665251
2013-12,0.09999999999999432,0.33594429939077486,0.09079976056428052,0.30768599679461417,0.2981777596318822,-0.056296463676420494
2014-01,0.19999999999998863,0.5561357702349845,0.22910403219590592,0.4577967341007332,0.35973335982813337,-0.09564681956841037
2014-02,0.19999999999998863,0.5465622280243636,0.22309079828852774,0.4577967341007332,0.35973335982813337,0.028820472263021202
2014-03,0.19999999999998863,0.5369886858137498,0.21707757159702012,0.4577967341007332,0.35973335982813337,0.305325951869845
2014-04,0.19999999999998863,0.5274151436031325,0.21106434490551607,0.4577967341007332,0.1524389607886043,0.39979663314879677
2014-05,0.19999999999998863,0.5178416013925116,0.20505111099813433,0.42777458663950974,0.1524389607886043,0.3468308665687494
2014-06,0.19999999999998863,0.5082680591818942,0.19903788430663027,0.42777458663950974,0.1524389607886043,0.321973788272512
2014-07,0.19999999999998863,0.4986945169712733,0.19302465761512622,0.42777458663950974,0.11220592245383143,0.1823172522878771
2014-08,0.19999999999998863,0.4891209747606595,0.18701142370774448,0.42777458663950974,0.11220592245383143,0.13786464806236598
2014-09,0.19999999999998863,0.4795474325500422,0.18099819701623687,0.3977524391782854,0.11220592245383143,0.15611117387865825
2014-10,0.19999999999998863,0.4699738903394213,0.1749849703247328,0.3977524391782854,0.377189613163742,0.08785786916732574
2014-11,0.19999999999998863,0.4604003481288039,0.16897173641735463,0.3977524391782854,0.377189613163742,0.17605920235001715
2014-12,0.19999999999998863,0.4508268059181866,0.16295850972584702,0.3977524391782854,0.377189613163742,0.12312281098180966
2015-01,0.29999999999998295,0.8578474046997364,0.7161755890364709,0.32556804074680734,0.46183710352545715,0.04129476895266082
2015-02,0.29999999999998295,0.8401508546562191,0.6921226678386994,0.32556804074680734,0.46183710352545715,0.13851542198621614
2015-03,0.29999999999998295,0.8224543080939917,0.6680697538568019,0.32556804074680734,0.46183710352545715,0.3015026550672242
2015-04,0.29999999999998295,0.8047577615317607,0.644016839874908,0.32556804074680734,0.24352239848408397,0.4220427070387527
2015-05,0.29999999999998295,0.7870612114882469,0.6199639186771329,0.34000492072840327,0.24352239848408397,0.4287538131284605
2015-06,0.29999999999998295,0.7693646649260195,0.5959110046952389,0.34000492072840327,0.24352239848408397,0.4454072986103266
2015-07,0.29999999999998295,0.7516681183637886,0.5718580907133415,0.34000492072840327,0.21837674989084643,0.29894927126878335
2015-08,0.29999999999998295,0.7339715683202748,0.5478051695155699,0.34000492072840327,0.21837674989084643,0.29649757089594386
2015-09,0.29999999999998295,0.7162750217580438,0.5237522555336724,0.354441800217832,0.21837674989084643,0.25681843859450915
2015-10,0.29999999999998295,0.69857847519582,0.499699341551775,0.354441800217832,0.4812467278910697,0.1854366738221671
2015-11,0.29999999999998295,0.6808819251522991,0.4756464203540034,0.354441800217832,0.4812467278910697,0.2884645802734158
2015-12,0.29999999999998295,0.6631853785900752,0.45159350637210594,0.354441800217832,0.4812467278910697,0.2619816969833919
2016-01,0.4000000000000057,0.7966347536988678,0.6175586294437068,0.36920679077253205,0.5759915173451984,0.21565924754265042
2016-02,0.4000000000000057,0.7908326092254114,0.6103427545275508,0.36920679077253205,0.5759915173451984,0.19206982261891303
2016-03,0.4000000000000057,0.7850304612706651,0.6031268796113949,0.36920679077253205,0.5759915173451984,0.43367981019093893
2016-04,0.4000000000000057,0.7792283133159259,0.5959110046952389,0.36920679077253205,0.36591276214752533,0.6779121003276467
2016-05,0.4000000000000057,0.773426168842466,0.5886951297790795,0.36625379266159186,0.36591276214752533,0.7022144390464353
2016-06,0.4000000000000057,0.7676240208877267,0.5814792548629235,0.36625379266159186,0.36591276214752533,0.34657100892554515
2016-07,0.4000000000000057,0.7618218729329804,0.5742633799467676,0.36625379266159186,0.32003432681815003,0.2340413512597448
2016-08,0.4000000000000057,0.756019728459524,0.5670475050306116,0.36625379266159186,0.32003432681815003,0.3305276239972885
2016-09,0.4000000000000057,0.7502175805047848,0.5598316301144557,0.3633007945506517,0.32003432681815003,0.26969833917071506
2016-10,0.4000000000000057,0.7444154325500385,0.5526157551982962,0.3633007945506517,0.599076436024168,0.2950062139871199
2016-11,0.4000000000000057,0.7386132880765857,0.5453998802821438,0.3633007945506517,0.599076436024168,0.30977290701615656
2016-12,0.4000000000000057,0.7328111401218429,0.5381840053659843,0.3633007945506517,0.599076436024168,0.211106089707378
2017-01,0.5,0.9062953281113977,-0.13950691624833667,0.4166188158341253,0.7117501357267946,0.22448310925319204
2017-02,0.5,0.8987525395996521,-0.11004208886344813,0.4166188158341253,0.7117501357267946,0.32047226302112763
2017-03,0.5,0.891209747606613,-0.08057726869443371,0.4166188158341253,0.7117501357267946,0.44317026324709063
2017-04,0.5,0.8836669556135739,-0.051112448525419296,0.4166188158341253,0.5108010567880075,0.4863292283357814
2017-05,0.5,0.8761241671018212,-0.02164762114053076,0.40595521187272965,0.5108010567880075,0.584623206417354
2017-06,0.5,0.8685813751087856,0.007817199028483657,0.40595521187272965,0.5108010567880075,0.3777765224268448
2017-07,0.5,0.8610385831157501,0.03728201919749807,0.40595521187272965,0.46737653576578175,0.3080442887809287
2017-08,0.5,0.8534957946039974,0.06674684658238661,0.40595521187272965,0.46737653576578175,0.4034572364704556
2017-09,0.5,0.8459530026109618,0.09621166675140103,0.39529160741916947,0.46737653576578175,0.4628290588634054
2017-10,0.5,0.8384102106179228,0.12567648692041544,0.39529160741916947,0.7447441271273583,0.3017851090272283
2017-11,0.5,0.8308674221061771,0.15514131430530398,0.39529160741916947,0.7447441271273583,0.37797988927804793
2017-12,0.5,0.8233246301131381,0.1846061344743184,0.39529160741916947,0.7447441271273583,0.3559484803976951
2018-01,0.5999999999999943,0.9701189451697125,0.15694528303434296,0.4814207189882538,0.8976843276306812,0.2568975257033106
2018-02,0.5999999999999943,0.9637365813751018,0.15814792404311717,0.4814207189882538,0.8976843276306812,0.3331036041125297
2018-03,0.5999999999999943,0.9573542210617916,0.15935057226776905,0.4814207189882538,0.8976843276306812,0.4418144842390692
2018-04,0.5999999999999943,0.9509718607484743,0.16055322049242093,0.4814207189882538,0.6725223659179935,0.5575076262569203
2018-05,0.5999999999999943,0.9445894969538706,0.1617558615011987,0.4641948966744369,0.6725223659179935,0.4437351711670998
2018-06,0.5999999999999943,0.9382071366405533,0.16295850972584702,0.4641948966744369,0.6725223659179935,0.39820359281437145
2018-07,0.5999999999999943,0.9318247763272396,0.1641611579504989,0.4641948966744369,0.5785918299407631,0.31606598124505725
2018-08,0.5999999999999943,0.9254424125326324,0.16536379895927666,0.4641948966744369,0.5785918299407631,0.3489436221895832
2018-09,0.5999999999999943,0.9190600522193186,0.166566447183925,0.44696907436062006,0.5785918299407631,0.45492034798327863
2018-10,0.5999999999999943,0.9126776919060013,0.16776909540857687,0.44696907436062006,0.8899600753588617,0.3878092870862049
2018-11,0.5999999999999943,0.9062953281113977,0.16897173641735463,0.44696907436062006,0.8899600753588617,0.4313071969269009
2018-12,0.5999999999999943,0.8999129677980804,0.17017438464200652,0.44696907436062006,0.8899600753588617,0.36928030730990846
2019-01,0.6999999999999886,1.0,1.0,0.5043884837138979,1.0000000000000004,0.28186645576770974
2019-02,0.6999999999999886,0.995648389904261,0.9639206254192167,0.5043884837138979,1.0000000000000004,0.43062930742288996
2019-03,0.6999999999999886,0.9912967798085255,0.9278412508384335,0.5043884837138979,1.0000000000000004,0.6008360637216135
2019-04,0.6999999999999886,0.98694516971279,0.8917618762576538,0.5043884837138979,0.7535559099599713,0.7588634052649419
2019-05,0.6999999999999886,0.982593559617051,0.8556825016768705,0.4929045988902434,0.7535559099599713,0.841678906338267
2019-06,0.6999999999999886,0.9782419495213226,0.8196031270960873,0.4929045988902434,0.7535559099599713,0.7226754039091632
2019-07,0.6999999999999886,0.9738903394255836,0.783523752515304,0.4929045988902434,0.6657545821849671,0.5209693819907355
2019-08,0.6999999999999886,0.9695387293298481,0.7474443779345243,0.4929045988902434,0.6657545821849671,0.40486950627047813
2019-09,0.6999999999999886,0.9651871192341126,0.7113650033537411,0.4814207189882538,0.6657545821849671,0.3991865325951873
2019-10,0.6999999999999886,0.9608355091383771,0.6752856287729578,0.4814207189882538,0.9347119407232927,0.5222573720483563
2019-11,0.6999999999999886,0.9564838990426452,0.6392062541921781,0.4814207189882538,0.9347119407232927,0.40159304033442567
2019-12,0.6999999999999886,0.9521322889469062,0.6031268796113949,0.4814207189882538,0.9347119407232927,0.3266862501412269
2020-01,0.799999999999983,0.7052509416884227,0.47865303730769426,0.41169715231589166,0.9171065008392953,0.4541294768952664
2020-02,0.799999999999983,0.7159849155787619,0.4840649434948112,0.41169715231589166,0.9171065008392953,0.41902609874590446
2020-03,0.799999999999983,0.7267188859878111,0.48947684968192817,0.41169715231589166,0.9171065008392953,0.5912552253982604
2020-04,0.799999999999983,0.7374528563968639,0.4948887558690487,0.41169715231589166,0.30038349370457906,0.4907355101118518
2020-05,0.799999999999983,0.748186830287203,0.5003006620561656,0.4256418659456642,0.30038349370457906,0.5563778104169024
2020-06,0.799999999999983,0.7589208006962522,0.5057125682432826,0.4256418659456642,0.30038349370457906,0.43345384702293543
2020-07,0.799999999999983,0.769654771105305,0.511124474430396,0.4256418659456642,0.43776225342349084,0.3899559371822394
2020-08,0.799999999999983,0.7803887449956477,0.5165363806175165,0.4256418659456642,0.43776225342349084,0.43288893910292625
2020-09,0.799999999999983,0.7911227154046969,0.5219482868046335,0.4395865790832696,0.43776225342349084,0.4243475313523897
2020-10,0.799999999999983,0.8018566858137497,0.5273601929917504,0.4395865790832696,0.7751127095011947,0.3116145068353857
2020-11,0.799999999999983,0.8125906597040888,0.5327720991788674,0.4395865790832696,0.7751127095011947,0.4552592927352843
2020-12,0.799999999999983,0.8233246301131381,0.5381840053659843,0.4395865790832696,0.7751127095011947,0.2847813806349566
2021-01,0.9000000000000057,0.8099796936466461,-0.18099819701623687,0.5396604023134612,0.8185874238040256,0.2579030618009268
2021-02,0.9000000000000057,0.8105599060052171,-0.14972940090230935,0.5396604023134612,0.8185874238040256,0.3293752118404698
2021-03,0.9000000000000057,0.811140121845078,-0.11846061200425595,0.5396604023134612,0.8185874238040256,0.6929499491582871
2021-04,0.9000000000000057,0.8117203376849425,-0.08719182310620255,0.5396604023134612,0.5503969137219671,0.760569427183369
2021-05,0.9000000000000057,0.8123005500435134,-0.05592302699227503,0.5196456406204213,0.5503969137219671,0.7116145068353861
2021-06,0.9000000000000057,0.8128807658833708,-0.024654238094221625,0.5196456406204213,0.5503969137219671,0.7104959891537681
2021-07,0.9000000000000057,0.8134609817232352,0.006614550803831776,0.5196456406204213,0.4296657307999925,0.5973336346175575
2021-08,0.9000000000000057,0.8140411940818062,0.03788334691776285,0.5196456406204213,0.4296657307999925,0.478883741950062
2021-09,0.9000000000000057,0.8146214099216706,0.0691521358158127,0.4996308740057174,0.4296657307999925,0.3883967913230144
2021-10,0.9000000000000057,0.815201625761528,0.1004209247138661,0.4996308740057174,0.8450966683019261,0.3973449327759577
2021-11,0.9000000000000057,0.815781838120099,0.13168972082779362,0.4996308740057174,0.8450966683019261,0.4455315783527287
2021-12,0.9000000000000057,0.8163620539599634,0.16295850972584702,0.4996308740057174,0.8450966683019261,0.24781380634956518
2022-01,1.0,0.7629823046127058,-0.6806975349600712,1.0000000000000009,0.9003501710281063,0.37113320528753846
2022-02,1.0,0.7653031610095695,-0.6440168326590268,1.0000000000000009,0.9003501710281063,0.48231838210371736
2022-03,1.0,0.7676240208877267,-0.6073361375738564,1.0000000000000009,0.9003501710281063,0.7847135916845556
2022-04,1.0,0.7699448807658804,-0.570655442488686,1.0000000000000009,0.6370075352784337,1.0
2022-05,1.0,0.7722657371627442,-0.5339747401876416,0.8999261718481453,0.6370075352784337,0.7085978985425374
2022-06,1.0,0.7745865970409014,-0.4972940451024712,0.8999261718481453,0.6370075352784337,0.69936730312959
2022-07,1.0,0.776907456919055,-0.46061335001730086,0.8999261718481453,0.5855520228528497,0.6953564568975255
2022-08,1.0,0.7792283133159259,-0.42393264771625283,0.8999261718481453,0.5855520228528497,0.6268557225172295
2022-09,1.0,0.781549173194076,-0.3872519526310825,0.7998523486179545,0.5855520228528497,0.49762738673596196
2022-10,1.0,0.7838700330722332,-0.3505712575459121,0.7998523486179545,0.8974417247527358,0.4110721952321774
2022-11,1.0,0.7861908894691005,-0.31389055524486764,0.7998523486179545,0.8974417247527358,0.5004180318608067
2022-12,1.0,0.7885117493472578,-0.2772098601596973,0.7998523486179545,0.8974417247527358,0.420427070387527
